text,sentiment
"They smell almost as abominably from tar camphor as your laboratory smells of chemicals.""",disgust
"to this!--Treacherous, contemptible spirit, and thou hast concealed it from me!--Stand, then,--stand!",disgust
"I have got such a horror of the damned brutes from recent events that I cannot stand them, and I went out to have a shot, as I have been doing of late of evenings, whenever I have seen one.",disgust
I hated to be what I am; I hated men; I was ready almost to die when I saw you.,disgust
"That itself would have made me despise you to the end of my life, even if the man had been nothing at all to me.",disgust
"Calton rose, he felt quite sick at this exhibition of human depravity, and longed to be away.",disgust
"Foster demanded; he could see that they were, and he was disgusted.",disgust
"she asked, shrinking back as she spoke, with a feeling of disgust, from the bold, familiar attendant.",disgust
"I mean, I seriously wish that I could disbelieve in the reality of the power, which is in every way most repulsive to me....",disgust
"You brute of a dad, You unprincipled cad, Your conduct is really disgusting, Come, come, now admit it’s too bad!",disgust
"Hatred and disgust swept her in a wave of scalding fury, drowning all caution, all thought of hiding.",disgust
"That young tigress--in her way almost as vile as the woman Louvigny!--the woman who stole my child.""",disgust
"why trod you not the worm, The noxious thing, beneath your heel?",disgust
"As in the flash of a mirror, he beheld her bony, worn, sordid, unacceptable.",disgust
"But her heart revolted the more, and gave her sharp eyes to see into his selfishness.",disgust
"The paltriness of the theft revolted me, Mr. Cleggett, and I determined to bring this person to justice.",disgust
"The tyrant beheld their baseness with just contempt, and encountered their secret sentiments of detestation with sincere and avowed hatred for the whole body of the senate.",disgust
I should not like the idea of defiling your head with filth in crawling over you.,disgust
"Then, with a sensation of disgust, he saw that the advancing laborer was that incorrigible 'land lawyer' Gaunt.",disgust
You detest the unoffending stranger on the spot and would like to kill the bore.,disgust
It was evident that he despised his master with a passionate contempt.,disgust
"I could never approve in thy uncle this machine for spiritual ductility; besides, I have for all wax puppets such an abominating, shuddering dread.",disgust
"Stop, I tell you, monster that you are, and shudder with dismay.",disgust
"Mingled disgust and indignation made her shudder at his name, and without pausing a moment, she sent him word she was engaged, and could not possibly leave her room.",disgust
I have listened to your abominable bombast in silent contempt as long as I was not personally concerned.,disgust
"I hate you more than ever, and you will be rejoiced when I tell you why.",disgust
"I feel utterly contemptible when I think of the use to which I have put your money.""",disgust
"By my soul, the countenance of that fellow, when he was a boy, was the blackest image of perfidy, cowardice, and cruelty ever set up as a scarecrow in a field of scoundrels.",disgust
"She shuddered, and her brow knit as she bent her head to hear his dying curse.",disgust
"cried Daniel, with a look of horror and a violent movement of repulsion.",disgust
"I cannot hate thee worser then I do, If thou againe say yes",disgust
"My dear fellow, I'm positively ashamed to throw your pearls before any more of these swine, and I humbly ask your pardon for having done it at all.",disgust
Booth Montague looks at the two of 'em kind of sick and lonesome.,disgust
"Hence, horrible villain, or I’ll spurn thine eyes Like balls before me!",disgust
"said the tradesman, with the utmost contempt for any thing so plebeian; ""and why should you?",disgust
With an exclamation of disgust she turned from him only to find herself face to face with Jim.,disgust
"Dick felt his presence, and turned cold and sick to the heart.",disgust
"She shudders and revolts at the thought of Antony’s sword; she has a vision of hideous wounds in her person, her breast, perhaps her face.",disgust
"exclaimed the steward, starting back appalled at the sight of the man before him.",disgust
"The worthlessness of mankind has disgusted me with the world, and my resolution in quitting it shall be immoveable as its baseness.”",disgust
"The discovery caused me a violent shock, and it was with an infinite repulsion that I recognised at once the features and dress of the man whom John had seen rising from the chair at Oxford.",disgust
"It was odious; although he was _tete-a-tete_ with Jacques Ferrand, his self-pride revolted.",disgust
"But the Eyesore was at that instant impaling a worm, and was altogether too revolting.",disgust
"Out in the street, away from the crowd somewhat, she suddenly stopped and stamped her little foot: ""I think that man is perfectly _disgusting_!""",disgust
"As to the merciless manner in which the convention was broken up, I feel obliged to confess strong repugnance.",disgust
"He turned and looked at it, shuddered, and turned again to the window.",disgust
"He had never seen his friend like this, with that repugnant face, that bestial expression: yes, the expression of a wild beast.... Daubrecq ground his teeth.",disgust
And then she had a revulsion from such a piece of egotism in the midst of a world's catastrophe.,disgust
Then he flung the bottle from him with a violent gesture of repulsion.,disgust
It was quite intolerable that the servant should take upon herself to introduce those wretched beggars.,disgust
"And I’d rather never have you than to see you in a short time—oh, it wouldn’t take long!—disgusted with me.”",disgust
"Their intolerable behaviour has rendered them so contemptible and odious in the eyes of all degrees of people whatever, that there is more joy seen for one Hackney-coachman's going to the gallows, than for a dozen highwaymen and street-robbers.",disgust
